ID,SUBTYPE
20398186,H5N1
20398185,H5N1
20398185,H5N1
20398184,H5N1
20398184,H5N1
20398167,H5N1
20398167,H5N1
20398166,H5N1
20398166,H5N1
20398165,H5N1
20398165,H5N1
20398164,H7N4
20398164,H7N4
20398163,H12N5
20398163,H12N5
20398162,H12N5
20398162,H12N5
20398161,H11N9
20398161,H11N9
20398160,H5N1
20398160,H5N1
20398175,H5N1
20398175,H5N1
20398174,H5N1
20398174,H5N1
20398173,H5N1
20398173,H5N1
20398172,H5N1
20398172,H5N1
20398171,H5N1
20398171,H5N1
20398170,H5N1
20398170,H5N1
20398169,H5N1
20398169,H5N1
20398168,H5N1
20398168,H5N1
20398151,H5N1
20398151,H5N1
20398148,H5N1
20398148,H5N1
20398147,H5N1
20398147,H5N1
20398146,H5N1
20398146,H5N1
20398145,H5N1
20398145,H5N1
20398144,H5N1
20398144,H5N1
20398159,H5N1
20398159,H5N1
20398158,H5N3
20398158,H5N3
20398157,H5N1
20398157,H5N1
20398156,H4N8
20398156,H4N8
20398155,H5N1
20398155,H5N1
20398154,H5N1
20398154,H5N1
20398153,H5N1
20398153,H5N1
20398152,H5N1
20398152,H5N1
20349092,H5N1
20349092,H5N1
20349091,H5N1
20349091,H5N1
20349101,H5N1
20349101,H5N1
20218004,H5N1
20218004,H5N1
20218005,H5N1
20218005,H5N1
20349076,H5N1
20349076,H5N1
20218006,H5N1
20218006,H5N1
20218007,H5N1
20218007,H5N1
20218000,H5N1
20218000,H5N1
20218001,H5N1
20218001,H5N1
20218002,H5N1
20218002,H5N1
20349073,H5N1
20349073,H5N1
20218003,H5N1
20218003,H5N1
20218012,H5N1
20218012,H5N1
20349087,H5N1
20349087,H5N1
20349084,H5N1
20349084,H5N1
20218008,H5N1
20218008,H5N1
20218009,H5N1
20218009,H5N1
20218010,H5N1
20218010,H5N1
20218011,H5N1
20218011,H5N1
20217998,H5N1
20217998,H5N1
20217999,H5N1
20217999,H5N1
20300023,H9N6
20300023,H9N6
20349140,H5N1
20349140,H5N1
20349138,H5N1
20349138,H5N1
20349139,H5N1
20349139,H5N1
20349137,H5N1
20349137,H5N1
20431671,H5N1
20431671,H5N1
20431670,H5N1
20431670,H5N1
20431669,H5N1
20431669,H5N1
20431668,H5N1
20431668,H5N1
20431667,H5N1
20431667,H5N1
20431666,H5N1
20431666,H5N1
20431665,H5N1
20431665,H5N1
20431664,H5N1
20431664,H5N1
20431679,H5N1
20431679,H5N1
20349758,H5N1
20349758,H5N1
20431678,H5N1
20431678,H5N1
20349759,H5N1
20349759,H5N1
20431677,H5N1
20431677,H5N1
20349756,H5N1
20349756,H5N1
20431676,H5N1
20431676,H5N1
20349757,H5N1
20349757,H5N1
20431675,H5N1
20431675,H5N1
20349754,H5N1
20349754,H5N1
20431674,H5N1
20431674,H5N1
20349755,H5N1
20349755,H5N1
20431673,H5N1
20431673,H5N1
20349752,H5N1
20349752,H5N1
20431672,H5N1
20431672,H5N1
20349753,H5N1
20349753,H5N1
20431655,H5N1
20431655,H5N1
20431654,H5N1
20431654,H5N1
20431653,H5N1
20431653,H5N1
20431652,H5N1
20431652,H5N1
20431651,H5N1
20431651,H5N1
20431650,H5N1
20431650,H5N1
20431649,H5N1
20431649,H5N1
20431648,H5N1
20431648,H5N1
20431663,H5N1
20431663,H5N1
20431662,H5N1
20431662,H5N1
20431661,H5N1
20431661,H5N1
20431660,H5N1
20431660,H5N1
20431659,H5N1
20431659,H5N1
20431658,H5N1
20431658,H5N1
20431657,H5N1
20431657,H5N1
20431656,H5N1
20431656,H5N1
20431639,H5N1
20431639,H5N1
20431638,H5N1
20431638,H5N1
20431637,H5N1
20431637,H5N1
20431636,H5N1
20431636,H5N1
20431635,H5N1
20431635,H5N1
20431634,H5N1
20431634,H5N1
20431633,H5N1
20431633,H5N1
20431632,H5N1
20431632,H5N1
20431647,H5N1
20431647,H5N1
20431646,H5N1
20431646,H5N1
20431645,H5N1
20431645,H5N1
20431644,H5N1
20431644,H5N1
20431643,H5N1
20431643,H5N1
20431642,H5N1
20431642,H5N1
20431641,H5N1
20431641,H5N1
20431640,H5N1
20431640,H5N1
20431623,H5N1
20431623,H5N1
20431622,H5N1
20431622,H5N1
20431621,H5N1
20431621,H5N1
20431620,H5N1
20431620,H5N1
20431619,H5N1
20431619,H5N1
20431618,H5N1
20431618,H5N1
20431631,H5N1
20431631,H5N1
20431630,H5N1
20431630,H5N1
20431629,H5N1
20431629,H5N1
20431628,H5N1
20431628,H5N1
20431627,H5N1
20431627,H5N1
20431626,H5N1
20431626,H5N1
20431625,H5N1
20431625,H5N1
20431624,H5N1
20431624,H5N1
20431735,H5N1
20431735,H5N1
20431734,H5N1
20431734,H5N1
20431733,H5N1
20431733,H5N1
20431732,H5N1
20431732,H5N1
20431731,H5N1
20431731,H5N1
20431730,H5N1
20431730,H5N1
20431729,H5N1
20431729,H5N1
20431728,H5N1
20431728,H5N1
20431743,H5N1
20431743,H5N1
20431742,H5N1
20431742,H5N1
20431741,H5N1
20431741,H5N1
20431740,H5N1
20431740,H5N1
20431739,H5N1
20431739,H5N1
20431738,H5N1
20431738,H5N1
20431737,H5N1
20431737,H5N1
20431736,H5N1
20431736,H5N1
20431719,H5N1
20431719,H5N1
20431718,H5N1
20431718,H5N1
20431717,H5N1
20431717,H5N1
20431716,H5N1
20431716,H5N1
20431715,H5N1
20431715,H5N1
20431714,H5N1
20431714,H5N1
20431713,H5N1
20431713,H5N1
20431712,H5N1
20431712,H5N1
20431727,H5N1
20431727,H5N1
20431726,H5N1
20431726,H5N1
20431725,H5N1
20431725,H5N1
20431724,H5N1
20431724,H5N1
20431723,H5N1
20431723,H5N1
20431722,H5N1
20431722,H5N1
20431721,H5N1
20431721,H5N1
20431720,H5N1
20431720,H5N1
20431703,H5N1
20431703,H5N1
20431702,H5N1
20431702,H5N1
20431701,H5N1
20431701,H5N1
20431699,H5N1
20431699,H5N1
20431698,H5N1
20431698,H5N1
20431697,H5N1
20431697,H5N1
20431696,H5N1
20431696,H5N1
20431711,H5N1
20431711,H5N1
20431710,H5N1
20431710,H5N1
20431709,H5N1
20431709,H5N1
20431708,H5N1
20431708,H5N1
20431707,H5N1
20431707,H5N1
20431706,H5N1
20431706,H5N1
20431705,H5N1
20431705,H5N1
20431704,H5N1
20431704,H5N1
20431687,H5N1
20431687,H5N1
20349766,H5N1
20349766,H5N1
20431686,H5N1
20431686,H5N1
20349767,H5N1
20349767,H5N1
20431685,H5N1
20431685,H5N1
20349764,H5N1
20349764,H5N1
20431684,H5N1
20431684,H5N1
20349765,H5N1
20349765,H5N1
20431683,H5N1
20431683,H5N1
20349762,H5N1
20349762,H5N1
20431682,H5N1
20431682,H5N1
20431681,H5N1
20431681,H5N1
20349760,H5N1
20349760,H5N1
20431680,H5N1
20431680,H5N1
20349761,H5N1
20349761,H5N1
20431695,H5N1
20431695,H5N1
20349774,H5N1
20349774,H5N1
20431694,H5N1
20431694,H5N1
20349775,H5N1
20349775,H5N1
20431693,H5N1
20431693,H5N1
20349772,H5N1
20349772,H5N1
20431692,H5N1
20431692,H5N1
20349773,H5N1
20349773,H5N1
20431691,H5N1
20431691,H5N1
20349770,H5N1
20349770,H5N1
20431690,H5N1
20431690,H5N1
20349771,H5N1
20349771,H5N1
20431689,H5N1
20431689,H5N1
20349768,H5N1
20349768,H5N1
20431688,H5N1
20431688,H5N1
20349769,H5N1
20349769,H5N1
20431799,H5N1
20431799,H5N1
20431798,H5N1
20431798,H5N1
20431797,H5N1
20431797,H5N1
20431796,H5N1
20431796,H5N1
20431795,H5N1
20431795,H5N1
20431794,H5N1
20431794,H5N1
20431793,H5N1
20431793,H5N1
20431792,H5N1
20431792,H5N1
20431807,H5N1
20431807,H5N1
20431806,H5N1
20431806,H5N1
20431805,H5N1
20431805,H5N1
20431804,H5N1
20431804,H5N1
20431803,H5N1
20431803,H5N1
20431802,H5N1
20431802,H5N1
20431801,H5N1
20431801,H5N1
20431800,H5N1
20431800,H5N1
20431783,H5N1
20431783,H5N1
20431782,H5N1
20431782,H5N1
20431781,H5N1
20431781,H5N1
20431780,H5N1
20431780,H5N1
20431779,H5N1
20431779,H5N1
20431778,H5N1
20431778,H5N1
20431777,H5N1
20431777,H5N1
20431791,H5N1
20431791,H5N1
20431790,H5N1
20431790,H5N1
20431789,H5N1
20431789,H5N1
20431788,H5N1
20431788,H5N1
20431787,H5N1
20431787,H5N1
20431786,H5N1
20431786,H5N1
20431785,H5N1
20431785,H5N1
20431784,H5N1
20431784,H5N1
20431767,H5N1
20431767,H5N1
20366230,H5N1
20366230,H5N1
20431766,H5N1
20431766,H5N1
20366231,H5N1
20366231,H5N1
20431765,H5N1
20431765,H5N1
20366228,H5N1
20366228,H5N1
20431764,H5N1
20431764,H5N1
20366229,H5N1
20366229,H5N1
20366226,H5N1
20366226,H5N1
20431763,H5N1
20431763,H5N1
20366227,H5N1
20366227,H5N1
20431762,H5N1
20431762,H5N1
20431761,H5N1
20431761,H5N1
20431760,H5N1
20431760,H5N1
20366225,H5N1
20366225,H5N1
20431774,H5N1
20431774,H5N1
20431771,H5N1
20431771,H5N1
20431769,H5N1
20431769,H5N1
20366232,H5N1
20366232,H5N1
20431768,H5N1
20431768,H5N1
20431751,H5N1
20431751,H5N1
20431750,H5N1
20431750,H5N1
20431749,H5N1
20431749,H5N1
20431748,H5N1
20431748,H5N1
20431747,H5N1
20431747,H5N1
20431746,H5N1
20431746,H5N1
20431745,H5N1
20431745,H5N1
20431744,H5N1
20431744,H5N1
20431759,H5N1
20431759,H5N1
20431758,H5N1
20431758,H5N1
20431757,H5N1
20431757,H5N1
20431756,H5N1
20431756,H5N1
20431755,H5N1
20431755,H5N1
20431754,H5N1
20431754,H5N1
20431753,H5N1
20431753,H5N1
20431752,H5N1
20431752,H5N1
20431847,H5N1
20431847,H5N1
20431846,H5N1
20431846,H5N1
20431845,H5N1
20431845,H5N1
20431844,H5N1
20431844,H5N1
20431843,H5N1
20431843,H5N1
20431842,H5N1
20431842,H5N1
20431841,H5N1
20431841,H5N1
20431840,H5N1
20431840,H5N1
20431850,H5N1
20431850,H5N1
20431849,H5N1
20431849,H5N1
20431848,H5N1
20431848,H5N1
20431831,H5N1
20431831,H5N1
20431830,H5N1
20431830,H5N1
20431829,H5N1
20431829,H5N1
20431828,H5N1
20431828,H5N1
20431827,H5N1
20431827,H5N1
20431826,H5N1
20431826,H5N1
20431825,H5N1
20431825,H5N1
20431824,H5N1
20431824,H5N1
20431839,H5N1
20431839,H5N1
20415455,H9N2
20415455,H9N2
20431838,H5N1
20431838,H5N1
20431837,H5N1
20431837,H5N1
20431836,H5N1
20431836,H5N1
20431835,H5N1
20431835,H5N1
20431834,H5N1
20431834,H5N1
20431833,H5N1
20431833,H5N1
20431832,H5N1
20431832,H5N1
20431815,H5N1
20431815,H5N1
20431814,H5N1
20431814,H5N1
20431813,H5N1
20431813,H5N1
20431812,H5N1
20431812,H5N1
20431811,H5N1
20431811,H5N1
20431810,H5N1
20431810,H5N1
20431809,H5N1
20431809,H5N1
20431808,H5N1
20431808,H5N1
20431823,H5N1
20431823,H5N1
20431822,H5N1
20431822,H5N1
20431821,H5N1
20431821,H5N1
20431820,H5N1
20431820,H5N1
20431819,H5N1
20431819,H5N1
20431818,H5N1
20431818,H5N1
20431817,H5N1
20431817,H5N1
20431816,H5N1
20431816,H5N1
20316678,H5N1
20316678,H5N1
20316679,H5N1
20316679,H5N1
20316682,H5N1
20316682,H5N1
20267529,H5N1
20267529,H5N1
20316683,H5N1
20316683,H5N1
20267528,H5N1
20267528,H5N1
20316680,H5N1
20316680,H5N1
20316681,H5N1
20316681,H5N1
20300379,H5N1
20300379,H5N1
20300378,H5N1
20300378,H5N1
20349597,H5N5
20349597,H5N5
20431607,H5N1
20431607,H5N1
20431606,H5N1
20431606,H5N1
20316919,H5N1
20316919,H5N1
20431605,H5N1
20431605,H5N1
20431604,H5N1
20431604,H5N1
20431603,H5N1
20431603,H5N1
20431602,H5N1
20431602,H5N1
20431601,H5N1
20431601,H5N1
20431600,H5N1
20431600,H5N1
20431615,H5N1
20431615,H5N1
20431613,H5N1
20431613,H5N1
20431612,H5N1
20431612,H5N1
20431611,H5N1
20431611,H5N1
20431610,H5N1
20431610,H5N1
20431609,H5N1
20431609,H5N1
20431608,H5N1
20431608,H5N1
20431591,H5N1
20431591,H5N1
20431590,H5N1
20431590,H5N1
20431589,H5N1
20431589,H5N1
20431588,H5N1
20431588,H5N1
20431587,H5N1
20431587,H5N1
20431586,H5N1
20431586,H5N1
20431585,H5N1
20431585,H5N1
20431584,H5N1
20431584,H5N1
20431599,H5N1
20431599,H5N1
20431598,H5N1
20431598,H5N1
20431597,H5N1
20431597,H5N1
20431596,H5N1
20431596,H5N1
20431595,H5N1
20431595,H5N1
20431594,H5N1
20431594,H5N1
20431593,H5N1
20431593,H5N1
20431592,H5N1
20431592,H5N1
20431575,H5N1
20431575,H5N1
20431574,H5N1
20431574,H5N1
20431573,H5N1
20431573,H5N1
20431572,H5N1
20431572,H5N1
20431571,H5N1
20431571,H5N1
20431570,H5N1
20431570,H5N1
20431569,H5N1
20431569,H5N1
20431568,H5N1
20431568,H5N1
20431583,H5N1
20431583,H5N1
20431582,H5N1
20431582,H5N1
20431581,H5N1
20431581,H5N1
20431580,H5N1
20431580,H5N1
20431579,H5N1
20431579,H5N1
20431578,H5N1
20431578,H5N1
20431577,H5N1
20431577,H5N1
20431576,H5N1
20431576,H5N1
20366022,H5N1
20366022,H5N1
20366023,H5N1
20366023,H5N1
20431567,H5N1
20431567,H5N1
20431566,H5N1
20431566,H5N1
20431565,H5N1
20431565,H5N1
20366028,H5N1
20366028,H5N1
20431564,H5N1
20431564,H5N1
20431563,H5N1
20431563,H5N1
20366026,H5N1
20366026,H5N1
20431562,H5N1
20431562,H5N1
20366027,H5N1
20366027,H5N1
20431561,H5N1
20431561,H5N1
20366024,H5N1
20366024,H5N1
20366025,H5N1
20366025,H5N1
20399415,H5N1
20399415,H5N1
20399423,H5N1
20399423,H5N1
20399422,H5N1
20399422,H5N1
20399418,H5N1
20399418,H5N1
20399417,H5N1
20399417,H5N1
20350228,H5N1
20350228,H5N1
20350229,H5N1
20350229,H5N1
20350226,H5N1
20350226,H5N1
20350227,H5N1
20350227,H5N1
20350225,H5N1
20350225,H5N1
20366710,H5N1
20366710,H5N1
20284789,H5N1
20284789,H5N1
20366711,H5N1
20366711,H5N1
20235637,H3N2
20235637,H3N2
20284791,H5N1
20284791,H5N1
20366709,H5N1
20366709,H5N1
20284790,H5N1
20284790,H5N1
20399474,H5N1
20399474,H5N1
20399487,H5N1
20399487,H5N1
20399486,H5N2
20399486,H5N2
20366719,H5N1
20366719,H5N1
20284796,H5N1
20284796,H5N1
20399484,H5N1
20399484,H5N1
20399483,H5N1
20399483,H5N1
20366714,H5N1
20366714,H5N1
20284793,H5N1
20284793,H5N1
20284792,H5N1
20284792,H5N1
20399481,H5N1
20399481,H5N1
20366712,H5N1
20366712,H5N1
20284795,H5N1
20284795,H5N1
20366713,H5N1
20366713,H5N1
20284794,H5N1
20284794,H5N1
20399461,H5N1
20399461,H5N1
20399458,H5N1
20399458,H5N1
20399456,H5N1
20399456,H5N1
20399469,H5N1
20399469,H5N1
20399468,H5N1
20399468,H5N1
20399467,H5N1
20399467,H5N1
20399466,H5N1
20399466,H5N1
20399465,H5N1
20399465,H5N1
20399442,H5N1
20399442,H5N1
20399441,H5N1
20399441,H5N1
20399440,H5N1
20399440,H5N1
20399431,H5N1
20399431,H5N1
20399430,H5N1
20399430,H5N1
20399429,H5N1
20399429,H5N1
20399428,H5N1
20399428,H5N1
20399426,H5N1
20399426,H5N1
20399425,H5N1
20399425,H5N1
20399424,H5N1
20399424,H5N1
20399439,H5N1
20399439,H5N1
20399437,H5N1
20399437,H5N1
20399435,H5N1
20399435,H5N1
20399434,H5N1
20399434,H5N1
20399433,H5N1
20399433,H5N1
20399432,H5N1
20399432,H5N1
20399543,H5N1
20399543,H5N1
20252085,H5N1
20252085,H5N1
20252084,H5N1
20252084,H5N1
20252087,H5N1
20252087,H5N1
20399540,H5N1
20399540,H5N1
20252086,H5N1
20252086,H5N1
20399539,H5N1
20399539,H5N1
20252081,H5N1
20252081,H5N1
20252080,H5N1
20252080,H5N1
20399537,H5N1
20399537,H5N1
20252083,H5N1
20252083,H5N1
20399536,H5N1
20399536,H5N1
20252082,H5N1
20252082,H5N1
20399550,H5N1
20399550,H5N1
20399549,H5N1
20399549,H5N1
20252095,H5N1
20252095,H5N1
20399547,H5N1
20399547,H5N1
20399546,H5N1
20399546,H5N1
20252088,H5N1
20252088,H5N1
20399544,H5N1
20399544,H5N1
20252069,H5N1
20252069,H5N1
20252068,H5N1
20252068,H5N1
20399525,H5N1
20399525,H5N1
20252071,H5N1
20252071,H5N1
20252070,H5N1
20252070,H5N1
20252065,H5N1
20252065,H5N1
20399522,H5N1
20399522,H5N1
20252064,H5N1
20252064,H5N1
20252067,H5N1
20252067,H5N1
20399520,H5N1
20399520,H5N1
20252066,H5N1
20252066,H5N1
20399535,H5N1
20399535,H5N1
20252077,H5N1
20252077,H5N1
20399534,H5N1
20399534,H5N1
20252076,H5N1
20252076,H5N1
20399533,H5N1
20399533,H5N1
20252079,H5N1
20252079,H5N1
20399532,H5N1
20399532,H5N1
20252078,H5N1
20252078,H5N1
20399531,H5N1
20399531,H5N1
20252073,H5N1
20252073,H5N1
20252072,H5N1
20252072,H5N1
20399529,H5N1
20399529,H5N1
20252075,H5N1
20252075,H5N1
20399528,H5N1
20399528,H5N1
20252074,H5N1
20252074,H5N1
20399511,H5N1
20399511,H5N1
20399510,H5N1
20399510,H5N1
20399509,H5N1
20399509,H5N1
20399508,H5N1
20399508,H5N1
20399505,H5N1
20399505,H5N1
20333968,H5N1
20333968,H5N1
20333969,H5N1
20333969,H5N1
20333983,H5N1
20333983,H5N1
20252063,H9N2
20252063,H9N2
20399516,H5N1
20399516,H5N1
20252062,H9N2
20252062,H9N2
20399513,H5N2
20399513,H5N2
20399512,H5N1
20399512,H5N1
20399494,H5N1
20399494,H5N1
20399493,H5N1
20399493,H5N1
20399492,H5N1
20399492,H5N1
20399491,H5N1
20399491,H5N1
20399489,H5N1
20399489,H5N1
20366720,H5N1
20366720,H5N1
20399488,H5N1
20399488,H5N1
20333966,H5N1
20333966,H5N1
20399502,H5N1
20399502,H5N1
20333967,H5N1
20333967,H5N1
20399501,H5N1
20399501,H5N1
20333964,H5N1
20333964,H5N1
20399500,H5N1
20399500,H5N1
20333965,H5N1
20333965,H5N1
20399499,H5N2
20399499,H5N2
20399498,H5N1
20399498,H5N1
20333963,H5N1
20333963,H5N1
20399497,H5N1
20399497,H5N1
20333960,H5N1
20333960,H5N1
20333961,H5N1
20333961,H5N1
20399607,H5N1
20399607,H5N1
20399606,H5N1
20399606,H5N1
20399605,H5N1
20399605,H5N1
20399604,H5N1
20399604,H5N1
20399603,H5N1
20399603,H5N1
20399601,H5N1
20399601,H5N1
20399600,H5N1
20399600,H5N1
20399614,H5N1
20399614,H5N1
20399611,H5N1
20399611,H5N1
20399609,H5N1
20399609,H5N1
20399608,H5N1
20399608,H5N1
20399590,H5N1
20399590,H5N1
20399588,H5N1
20399588,H5N1
20399585,H5N1
20399585,H5N1
20399584,H5N1
20399584,H5N1
20399599,H5N1
20399599,H5N1
20399598,H5N1
20399598,H5N1
20399597,H5N1
20399597,H5N1
20268526,H5N1
20268526,H5N1
20399595,H5N1
20399595,H5N1
20399594,H5N1
20399594,H5N1
20399593,H5N1
20399593,H5N1
20399592,H5N1
20399592,H5N1
20399575,H5N1
20399575,H5N1
20399574,H5N2
20399574,H5N2
20399572,H5N1
20399572,H5N1
20399571,H5N1
20399571,H5N1
20399570,H5N1
20399570,H5N1
20252114,H5N1
20252114,H5N1
20399583,H5N1
20399583,H5N1
20268508,H5N1
20268508,H5N1
20399581,H5N1
20399581,H5N1
20399579,H5N1
20399579,H5N1
20399578,H5N1
20399578,H5N1
20268507,H5N1
20268507,H5N1
20399576,H5N1
20399576,H5N1
20268506,H5N1
20268506,H5N1
20399559,H5N1
20399559,H5N1
20399558,H5N1
20399558,H5N1
20334023,H5N1
20334023,H5N1
20399553,H5N1
20399553,H5N1
20399552,H5N1
20399552,H5N1
20399567,H5N1
20399567,H5N1
20399564,H5N1
20399564,H5N1
20399563,H5N1
20399563,H5N1
20399561,H5N1
20399561,H5N1
20334024,H5N1
20334024,H5N1
20399560,H5N1
20399560,H5N1
20431927,H5N1
20431927,H5N1
20431926,H5N1
20431926,H5N1
20431925,H5N1
20431925,H5N1
20431935,H5N1
20431935,H5N1
20333630,H5N1
20333630,H5N1
20431934,H5N1
20431934,H5N1
20333631,H5N1
20333631,H5N1
20431933,H5N1
20431933,H5N1
20333628,H5N1
20333628,H5N1
20431932,H5N1
20431932,H5N1
20333629,H5N1
20333629,H5N1
20431931,H5N1
20431931,H5N1
20431930,H5N1
20431930,H5N1
20333627,H5N1
20333627,H5N1
20431929,H5N1
20431929,H5N1
20431928,H5N1
20431928,H5N1
20382738,H3N2
20382738,H3N2
20431991,H5N1
20431991,H5N1
20431990,H5N1
20431990,H5N1
20431989,H5N1
20431989,H5N1
20431988,H5N1
20431988,H5N1
20431987,H5N1
20431987,H5N1
20431986,H5N1
20431986,H5N1
20431985,H5N1
20431985,H5N1
20431984,H5N1
20431984,H5N1
20431999,H5N1
20431999,H5N1
20431998,H5N1
20431998,H5N1
20431997,H5N1
20431997,H5N1
20431996,H5N1
20431996,H5N1
20431995,H5N1
20431995,H5N1
20431994,H5N1
20431994,H5N1
20431993,H5N1
20431993,H5N1
20431992,H5N1
20431992,H5N1
20431975,H5N1
20431975,H5N1
20431974,H5N1
20431974,H5N1
20431973,H5N1
20431973,H5N1
20431972,H5N1
20431972,H5N1
20431971,H5N1
20431971,H5N1
20431970,H5N1
20431970,H5N1
20431969,H5N1
20431969,H5N1
20431968,H5N1
20431968,H5N1
20431983,H5N1
20431983,H5N1
20431982,H5N1
20431982,H5N1
20431981,H5N1
20431981,H5N1
20431980,H5N1
20431980,H5N1
20431979,H5N1
20431979,H5N1
20431978,H5N1
20431978,H5N1
20431977,H5N1
20431977,H5N1
20431976,H5N1
20431976,H5N1
20251754,H5N1
20251754,H5N1
20431959,H5N1
20431959,H5N1
20431958,H5N1
20431958,H5N1
20431957,H5N1
20431957,H5N1
20431956,H5N1
20431956,H5N1
20431955,H5N1
20431955,H5N1
20431954,H5N1
20431954,H5N1
20431953,H5N1
20431953,H5N1
20431952,H5N1
20431952,H5N1
20431967,H5N1
20431967,H5N1
20431966,H5N1
20431966,H5N1
20431965,H5N1
20431965,H5N1
20431964,H5N1
20431964,H5N1
20431963,H5N1
20431963,H5N1
20431962,H5N1
20431962,H5N1
20431961,H5N1
20431961,H5N1
20431960,H5N1
20431960,H5N1
20431943,H5N1
20431943,H5N1
20431942,H5N1
20431942,H5N1
20431941,H5N1
20431941,H5N1
20431940,H5N1
20431940,H5N1
20431939,H5N1
20431939,H5N1
20431938,H5N1
20431938,H5N1
20431937,H5N1
20431937,H5N1
20333632,H5N1
20333632,H5N1
20431936,H5N1
20431936,H5N1
20431951,H5N1
20431951,H5N1
20431950,H5N1
20431950,H5N1
20431949,H5N1
20431949,H5N1
20431948,H5N1
20431948,H5N1
20431947,H5N1
20431947,H5N1
20431946,H5N1
20431946,H5N1
20431945,H5N1
20431945,H5N1
20431944,H5N1
20431944,H5N1
20333751,H5N1
20333751,H5N1
20333754,H5N1
20333754,H5N1
20366520,H5N1
20366520,H5N1
20366502,H5N1
20366502,H5N1
20366503,H5N1
20366503,H5N1
20366500,H5N1
20366500,H5N1
20366501,H5N1
20366501,H5N1
20366499,H5N1
20366499,H5N1
20366507,H5N1
20366507,H5N1
20366504,H5N1
20366504,H5N1
20366505,H5N1
20366505,H5N1
20432001,H5N1
20432001,H5N1
20432000,H5N1
20432000,H5N1
20235509,H5N1
20235509,H5N1
20235510,H5N1
20235510,H5N1
20366551,H9N2
20366551,H9N2
20333780,H5N1
20333780,H5N1
20333781,H5N1
20333781,H5N1
20333778,H5N1
20333778,H5N1
20333779,H5N1
20333779,H5N1
20333770,H5N1
20333770,H5N1
20383543,H5N1
20383543,H5N1
20399926,H5N1
20399926,H5N1
20383542,H5N1
20383542,H5N1
20399925,H5N1
20399925,H5N1
20383541,H5N1
20383541,H5N1
20399924,H5N1
