Comunidad	Provincia	Población	Latitud	Longitud	Altitud
Catalunya	Tarragona	Margalef	41.28432	0.7545403	377.8307
Catalunya	Tarragona	Mas de Barberans	40.73476	0.3733965	360.4406
Catalunya	Tarragona	Masdenverge	40.71414	0.5311569	47.8704
Catalunya	Tarragona	Masllorenç	41.26853	1.414284	308.2999
Catalunya	Tarragona	Masó (La)	41.23302	1.221387	113.9378
Catalunya	Tarragona	Maspujols	41.1828	1.046599	203.1914
Catalunya	Tarragona	Masroig (El)	41.12458	0.7344264	191.0335
Catalunya	Tarragona	Milà (El)	41.24904	1.20525	167.8536
Catalunya	Tarragona	Miravet	41.04	0.5978457	31.31219
Catalunya	Tarragona	Molar (El)	41.16348	0.7060272	221.6313
Catalunya	Tarragona	Mont-ral	41.28686	1.09714	856.2275
Catalunya	Tarragona	Mont-roig del Camp	41.08556	0.9616579	99.48418
Catalunya	Tarragona	Montblanc	41.37685	1.16147	352.0974
Catalunya	Tarragona	Montbrió del Camp	41.12193	1.005617	136.6262
Catalunya	Tarragona	Montferri	41.26528	1.366763	232.4649
Catalunya	Tarragona	Montmell (El)	41.3175	1.454167	433.5698
Catalunya	Tarragona	Móra d'Ebre	41.08859	0.6391603	51.02542
Catalunya	Tarragona	Móra la Nova	41.10094	0.6511012	39.38612
Catalunya	Tarragona	Morell (El)	41.19229	1.206884	100.157
Catalunya	Tarragona	Morera de Montsant (La)	41.26596	0.840601	753.5471
Catalunya	Tarragona	Nou de Gaià (La)	41.18229	1.374479	79.46999
Catalunya	Tarragona	Nulles	41.25058	1.295914	226.6075
Catalunya	Tarragona	Pallaresos (Els)	41.17577	1.272141	125.749
Catalunya	Tarragona	Palma d'Ebre (La)	41.28425	0.6655047	338.6448
Catalunya	Tarragona	Passanant i Belltall	41.53164	1.19708	715.6676
Catalunya	Tarragona	Paüls	40.92212	0.4018317	306.6884
Catalunya	Tarragona	Perafort	41.19201	1.256016	124.8244
Catalunya	Tarragona	Perelló (El)	40.87543	0.7124032	151.6562
Catalunya	Tarragona	Piles (Les)	41.50424	1.342964	676.3849
Catalunya	Tarragona	Pinell de Brai (El)	41.01736	0.5155108	176.9608
Catalunya	Tarragona	Pira	41.42395	1.202158	395.6909
Catalunya	Tarragona	Pla de Santa Maria (El)	41.36256	1.293029	381.2327
Catalunya	Tarragona	Pobla de Mafumet (La)	41.18802	1.209718	100.1319
Catalunya	Tarragona	Pobla de Massaluca (La)	41.18102	0.3540713	359.1324
Catalunya	Tarragona	Pobla de Montornès (La)	41.17878	1.414619	68.08212
Catalunya	Tarragona	Poboleda	41.23496	0.8457368	363.0493
Catalunya	Tarragona	Pont d'Armentera (El)	41.38407	1.362615	351.7152
Catalunya	Tarragona	Pontils	41.47724	1.388271	549.0671
Catalunya	Tarragona	Porrera	41.18792	0.8540307	309.0124
Catalunya	Tarragona	Pradell de la Teixeta	41.15693	0.8759075	470.191
Catalunya	Tarragona	Prades	41.30876	0.9884451	949.0946
Catalunya	Tarragona	Prat de Comte	40.98298	0.4056279	347.2015
Catalunya	Tarragona	Pratdip	41.05189	0.8716488	235.3322
Catalunya	Tarragona	Puigpelat	41.27788	1.297163	253.6263
Catalunya	Tarragona	Querol	41.42447	1.397865	530.1125
Catalunya	Tarragona	Rasquera	41.00267	0.6005385	175.2991
Catalunya	Tarragona	Renau	41.22449	1.311648	170.6811
Catalunya	Tarragona	Reus	41.15482	1.108676	127.8296
Catalunya	Tarragona	Riba-roja d'Ebre	41.25058	0.4876638	88.89165
Catalunya	Tarragona	Riba (La)	41.31844	1.180412	232.3366
Catalunya	Tarragona	Riera de Gaià (La)	41.16825	1.360071	41
Catalunya	Tarragona	Riudecanyes	41.13054	0.9625295	187.1033
Catalunya	Tarragona	Riudecols	41.16768	0.9759995	296.2064
Catalunya	Tarragona	Riudoms	41.13861	1.055814	113.1621
Catalunya	Tarragona	Rocafort de Queralt	41.47715	1.282401	564.9393
Catalunya	Tarragona	Roda de Barà	41.18538	1.456687	58.72192
Catalunya	Tarragona	Rodonyà	41.28185	1.399639	319.4084
Catalunya	Tarragona	Roquetes	40.82109	0.5021107	16.51928
Catalunya	Tarragona	Rourell (El)	41.22294	1.217422	114.257
Catalunya	Tarragona	Salomó	41.2304	1.376109	168.8046
Catalunya	Tarragona	Salou	41.07677	1.144041	5.432057
Catalunya	Tarragona	Sant Carles de la Ràpita	40.6202	0.5928925	12.03284
Catalunya	Tarragona	Sant Jaume d'Enveja	40.70399	0.7173735	3
Catalunya	Tarragona	Sant Jaume dels Domenys	41.29934	1.559053	212.2896
Catalunya	Tarragona	Santa Bàrbara	40.71442	0.4922784	86.20828
Catalunya	Tarragona	Santa Coloma de Queralt	41.53089	1.38148	687.3315
Catalunya	Tarragona	Santa Oliva	41.25252	1.549377	97.12163
Catalunya	Tarragona	Sarral	41.4454	1.246136	468.9105
Catalunya	Tarragona	Savallà del Comtat	41.54304	1.300293	815.1319
Catalunya	Tarragona	Secuita (La)	41.20413	1.280623	167.3639
Catalunya	Tarragona	Selva del Camp (La)	41.21413	1.139606	232.8907
Catalunya	Tarragona	Senan	41.46994	1.085451	628.7389
Catalunya	Tarragona	Sénia (La)	40.63339	0.2853313	365.2491
Catalunya	Tarragona	Solivella	41.45582	1.178582	492.9866
Catalunya	Tarragona	Tarragona	41.11866	1.24533	26.26264
Catalunya	Tarragona	Tivenys	40.9074	0.5112524	15.66767
Catalunya	Tarragona	Tivissa	41.03957	0.7331267	317.5723
Catalunya	Tarragona	Torre de Fontaubella (La)	41.12517	0.8647319	377.168
Catalunya	Tarragona	Torre de l'Espanyol (La)	41.1925	0.6271237	155.5197
Catalunya	Tarragona	Torredembarra	41.14452	1.3971	20.92576
Catalunya	Tarragona	Torroja del Priorat	41.21317	0.8101557	337.0303
Catalunya	Tarragona	Tortosa	40.811	0.5209974	15.76711
Catalunya	Tarragona	Ulldecona	40.59736	0.4428432	143.1908
Catalunya	Tarragona	Ulldemolins	41.32272	0.8768876	644.6638
Catalunya	Tarragona	Vallclara	41.37737	0.9820189	626.184
Catalunya	Tarragona	Vallfogona de Riucorb	41.56279	1.237323	579.2309
Catalunya	Tarragona	Vallmoll	41.24361	1.249287	165.112
Catalunya	Tarragona	Valls	41.28728	1.251579	226.6943
Catalunya	Tarragona	Vandellòs i l'Hospitalet de l'Infant	41.02011	0.8329072	270.6138
Catalunya	Tarragona	Vendrell (El)	41.22042	1.534845	55.17534
Catalunya	Tarragona	Vespella de Gaià	41.20543	1.359429	176.4136
Catalunya	Tarragona	Vila-rodona	41.30967	1.35811	257.237
Catalunya	Tarragona	Vila-seca	41.11095	1.145001	46.76463
Catalunya	Tarragona	Vilabella	41.24824	1.331625	256.6517
Catalunya	Tarragona	Vilalba dels Arcs	41.12055	0.4081464	454.0479
Catalunya	Tarragona	Vilallonga del Camp	41.209	1.20726	116.4445
Catalunya	Tarragona	Vilanova d'Escornalbou	41.11419	0.9367994	234.1977
Catalunya	Tarragona	Vilanova de Prades	41.34784	0.9562585	889.7278
Catalunya	Tarragona	Vilaplana	41.22898	1.032873	367.4236
Catalunya	Tarragona	Vilaverd	41.3362	1.176077	269.632
Catalunya	Tarragona	Vilella Alta (La)	41.22573	0.7804764	326.739
Catalunya	Tarragona	Vilella Baixa (La)	41.22088	0.7627931	207.4648
Catalunya	Tarragona	Vimbodí i Poblet	41.4008	1.048851	479.068
Catalunya	Tarragona	Vinebre	41.18375	0.5898409	44.57071
Catalunya	Tarragona	Vinyols i els Arcs	41.11338	1.039709	94.72616
Catalunya	Tarragona	Xerta	40.90643	0.4906173	15.96906
Catalunya	Barcelona	CAP Casc Antic	41.39037	2.18054	15.96906
Catalunya	Barcelona	CAP Drassanes	41.37677	2.17311	15.96906
Catalunya	Barcelona	CAP El Carmel	41.42084	2.15507	15.96906
Catalunya	Barcelona	CAP Horta	41.42909	2.15742	15.96906
Catalunya	Barcelona	CAP Les Indianes	41.49347	2.18919	15.96906
Catalunya	Barcelona	CAP Manso	41.37645	2.15978	15.96906
Catalunya	Barcelona	CAP Montcada i Reixac	41.48166	2.18809	15.96906
Catalunya	Barcelona	CAP Numància	41.38186	2.14045	15.96906
Catalunya	Barcelona	Hospital Universitari Arnau de Vilanova	41.62669	0.61335	15.96906
Catalunya	Barcelona	Hospital Universitari de Bellvitge	41.34476	2.10423	15.96906
Catalunya	Barcelona	Hospital Universitari de la Vall d'Hebron	41.42774	2.14239	15.96906
Catalunya	Barcelona	Hospital Universitari Doctor Josep Trueta	41.99756	2.81993	15.96906
Catalunya	Barcelona	Hospital Universitari Germans Trias i Pujol	41.48122	2.23750	15.96906
Catalunya	Barcelona	Hospital Universitari Joan XXIII de Tarragona	41.12421	1.23848	15.96906
Catalunya	Barcelona	Hospital Universitari Sant Joan de Reus	41.14503	1.12304	15.96906
Catalunya	Barcelona	Parc Sanitari Pere Virgili	41.41580	2.14163	15.96906
Catalunya	Barcelona	Parc Taulí Hospital Universitari	41.55726	2.11028	15.96906
